customer_id,order_id,customer_name,email,phone,order_date,ship_date,city,state,postal_code,product,quantity,unit_price,discount_pct,total_amount,payment_method,order_status,is_returning_customer,customer_rating,delivery_days,sales_channel,notes
15714,ORD-2024-001015,"Priya Mehta",priya.mehta14@yahoo.com,09831331780,2024-11-17,2024-11-22,Kolkata,"West Bengal",518689,Smartphone,1,2019.61,5.00,1918.63,n/a,shipped,1,NULL,13,partner,"promo code used"
11124,ORD-2024-001016,"Diya Singh",diya.singh24@gmail.com,+91-9816331124,2022-02-27,2022-03-11,Kolkata,N/A,324072,Headphones,2,481.02,25.00,NULL,credit_card,shipped,1,5.0,14,"mobile app","promo code used"
16822,ORD-2022-001017,"Isha Reddy",isha.reddy22@gmail.com,09816233465,2024-06-05,2024-06-11,Kolkata,"West Bengal",181304,"Hard Drive",1,382.92,5.00,363.77,upi,pending,0,4.0,12,partner,"promo code used"
12450,ORD-2023-001018,"Rahul Singh",rahul.singh50@gmail.com,09828556758,2023-07-12,2023-07-24,Kolkata,"West Bengal",605426,Mouse,5,1586.80,10.00,7140.60,cash,returned,0,4.0,4,"mobile app","Priority customer"
11378,ORD-2022-001019,"Isha Iyer",isha.iyer78@outlook.com,09812234813,2025-09-06,2025-09-15,Kochi,Kerala,303949,Headphones,3,NULL,20.00,1299.14,paypal,pending,1,1.0,7,partner,"promo code used"
16404,ORD-2025-001020,"Zoya Sharma",zoya.sharma4@gmail.com,09890086846,2025-06-04,2025-06-15,Kochi,Kerala,527161,Laptop,5,NULL,25.00,7932.34,,cancelled,1,5.0,1,partner,NULL
11267,ORD-2023-001021,"Aarav Khan",aarav.khan67@gmail.com,09840444304,NULL,NULL,Jaipur,Rajasthan,654645,Monitor,5,459.50,15.00,1952.88,upi,shipped,1,1.0,3,online,NULL
17112,ORD-2024-001022,"Kabir Gupta",kabir.gupta12@outlook.com,09886211598,2024-06-18,2024-06-27,Lucknow,"Uttar Pradesh",261404,Printer,3,995.28,5.00,2836.55,upi,returned,0,2.0,11,online,"late delivery complaint"
16984,ORD-2023-001023,"Diya Nair",diya.nair84@example.com,7419534703,2024-04-19,2024-04-30,Mumbai,Maharashtra,183058,Keyboard,5,1271.21,NULL,5402.64,"credit card",pending,1,NULL,9,partner,"Priority customer"
12076,ORD-2025-001024,"Karan Singh",karan.singh76@gmail.com,+91-9854932549,2024-10-09,2024-10-10,Delhi,Delhi,488845,Printer,3,1423.18,15.00,3629.11,paypal,completed,1,4.0,NULL,"mobile app","promo code used"
16993,ORD-2024-001025,"Ananya Nair",ananya.nair93@example.com,9401679947,2023-08-18,2023-08-29,Hyderabad,Telangana,120415,Tablet,2,386.95,0.00,773.90,credit_card,pending,1,NULL,10,online,NULL
16662,ORD-2022-001026,"Zoya Reddy",zoya.reddy62@example.com,8535123191,2023-02-11,2023-02-12,Ahmedabad,Gujarat,665665,Headphones,4,380.41,25.00,1141.23,"credit card",completed,1,3.0,9,n/a,"Priority customer"
15482,ORD-2024-001027,"Rohan Iyer",rohan.iyer82@example.com,+91-9867835974,2022-01-03,2022-01-12,Mumbai,Maharashtra,667777,Keyboard,4,1252.92,5.00,4761.10,upi,pending,0,5.0,9,partner,"call before delivery"
14935,ORD-2025-001028,"Arjun Khan",arjun.khan35@yahoo.com,6839447441,NULL,2023-02-28,Chennai,"Tamil Nadu",NULL,Webcam,2,1705.67,0.00,3411.34,upi,cancelled,0,NULL,NULL,partner,NULL
15519,ORD-2022-001029,"Rohan Reddy",rohan.reddy19@yahoo.com,+91-9848482063,2023-08-29,2023-09-04,Pune,Maharashtra,609366,Monitor,5,1817.14,10.00,8177.13,NULL,shipped,1,NULL,7,"mobile app",â€”
15119,ORD-2024-001030,"Zoya Verma",zoya.verma19@gmail.com,+91-9842169629,NULL,2025-07-17,Lucknow,"Uttar Pradesh",NULL,Laptop,5,2056.85,20.00,8227.40,"net banking",completed,1,NULL,14,partner,"gift wrap"
13815,ORD-2024-001031,"Sana Joshi",sana.joshi15@gmail.com,7984482213,2024-09-24,2024-09-28,N/A,Delhi,430207,NULL,NULL,124.29,10.00,559.31,"credit card",returned,0,4.5,5,partner,"promo code used"
NULL,ORD-2024-001032,"Kabir Joshi",kabir.joshi96@gmail.com,09845311654,2022-12-06,2022-12-18,Chennai,"Tamil Nadu",299209,Printer,5,772.96,0.00,3864.80,upi,cancelled,0,NULL,NULL,n/a,NULL
14339,ORD-2025-001033,"Rohan Das",rohan.das39@outlook.com,8529054429,2025-05-30,2025-06-03,Jaipur,Rajasthan,661235,Laptop,5,549.89,0.00,2749.45,"net banking",pending,0,NULL,4,"mobile app","promo code used"
10894,ORD-2024-001034,"Rohan Joshi",rohan.joshi94@yahoo.com,09843501241,2024-04-05,NULL,Bengaluru,Karnataka,620018,Webcam,NULL,2477.15,10.00,6688.31,"net banking",shipped,0,NULL,14,"mobile app",â€”
17043,ORD-2023-001035,"Arjun Joshi",NULL,6851257569,2025-12-17,2025-12-18,Delhi,Delhi,209034,Tablet,4,793.33,10.00,2855.99,upi,pending,0,3.0,6,online,"call before delivery"
15438,ORD-2025-001036,"Ananya Singh",ananya.singh38@yahoo.com,+91-9884829595,2023-08-17,2023-08-27,Chennai,"Tamil Nadu",573981,Monitor,1,1801.80,25.00,1351.35,"net banking",returned,0,NULL,14,"mobile app",â€”
15024,ORD-2022-001037,"Arjun Reddy",arjun.reddy24@gmail.com,9541424852,NULL,2022-05-09,Mumbai,Maharashtra,279518,Printer,1,2193.04,0.00,2193.04,upi,completed,0,4.0,12,store,NULL
15087,ORD-2025-001038,"Vikram Nair",vikram.nair87@gmail.com,+91-9812004497,2025-04-24,2025-04-26,Lucknow,"Uttar Pradesh",506991,Smartphone,3,1295.63,20.00,3109.51,upi,completed,0,NULL,13,partner,"late delivery complaint"
15436,ORD-2024-001039,"Zoya Nair",zoya.nair36@example.com,09843311089,2024-09-14,2024-09-18,Pune,Maharashtra,294248,Printer,5,53.95,10.00,242.78,"net banking",cancelled,0,NULL,1,partner,"late delivery complaint"
15149,ORD-2022-001040,"Rohan Verma",rohan.verma49@yahoo.com,09882139297,2025-09-06,2025-09-12,Kochi,Kerala,120648,Monitor,3,1946.39,25.00,4379.38,paypal,shipped,0,4.0,8,"mobile app",NULL
11655,ORD-2025-001041,"Ananya Verma",ananya.verma55@gmail.com,8170880726,2023-05-29,2023-05-31,Kochi,Kerala,527474,Laptop,4,2334.71,20.00,7471.07,cash,completed,1,NULL,1,online,"late delivery complaint"
10265,ORD-2024-001042,"Aarav Iyer",aarav.iyer65@outlook.com,09847423342,2022-08-12,2022-08-23,Pune,Maharashtra,491868,Tablet,1,1192.10,NULL,1132.49,upi,shipped,1,4.5,13,online,"Priority customer"
11892,ORD-2025-001043,"Vikram Nair",vikram.nair92@gmail.com,09845533068,2025-08-26,2025-09-02,Pune,Maharashtra,441715,Laptop,5,1076.10,25.00,4035.38,credit_card,shipped,0,2.0,NULL,online,NULL
17406,ORD-2024-001044,"Priya Iyer",priya.iyer6@outlook.com,+91-9822759388,2025-12-27,2025-12-28,Jaipur,Rajasthan,340718,Printer,5,NULL,15.00,5987.70,"credit card",,0,4.0,11,online,NULL
13276,ORD-2022-001045,"Neha Verma",neha.verma76@example.com,+91-9853791344,2024-10-03,2024-10-13,Mumbai,Maharashtra,592771,Keyboard,1,250.79,0.00,250.79,paypal,returned,0,NULL,9,partner,"Priority customer"
13075,ORD-2023-001046,"Zoya Nair",zoya.nair75@gmail.com,+91-9840962513,2024-12-07,2024-12-14,Hyderabad,Telangana,335275,Smartphone,3,1614.99,20.00,3875.98,n/a,returned,1,1.0,1,online,"call before delivery"
12865,ORD-2023-001047,"Rohan Joshi",rohan.joshi65@yahoo.com,+91-9888816407,2022-09-20,2022-09-25,Lucknow,"Uttar Pradesh",680157,Mouse,3,2092.04,20.00,5020.90,upi,returned,1,NULL,3,store,"call before delivery"
14250,ORD-2023-001048,NULL,aarav.gupta50@example.com,8154082951,NULL,2022-10-13,Ahmedabad,â€”,397042,Monitor,1,2152.25,15.00,1829.41,n/a,â€”,1,3.0,14,store,"late delivery complaint"
16055,â€”,"Sana Iyer",sana.iyer55@yahoo.com,8066610063,2022-03-11,2022-03-15,Pune,Maharashtra,640843,Printer,2,2104.24,5.00,3998.06,"net banking",returned,0,1.0,2,"mobile app","Priority customer"
12422,ORD-2025-001050,"Meera Nair",meera.nair22@yahoo.com,+91-9837348354,2025-06-10,2025-06-21,Kolkata,"West Bengal",188023,Headphones,1,1890.78,0.00,1890.78,upi,shipped,0,4.0,NULL,store,"gift wrap"
15112,ORD-2023-001051,"Isha Das",isha.das12@example.com,09896667130,2023-02-18,2023-02-23,Bengaluru,Karnataka,225255,Keyboard,1,2394.80,25.00,1796.10,"net banking",shipped,0,4.0,4,"mobile app","call before delivery"
11785,NULL,"Sana Reddy",sana.reddy85@gmail.com,+91-9846735784,2025-12-04,2025-12-06,Mumbai,Maharashtra,635434,"Hard Drive",5,1373.84,0.00,6869.20,cash,completed,1,1.0,10,"mobile app","Priority customer"
14983,ORD-2022-001053,"Aarav Sharma",aarav.sharma83@example.com,09821510470,2023-10-30,NULL,Kochi,Kerala,unknown,"Hard Drive",5,1359.22,15.00,5776.69,upi,completed,0,5.0,6,"mobile app","call before delivery"
11603,ORD-2023-001054,"Isha Mehta",isha.mehta3@outlook.com,8221401186,2024-02-28,2024-03-11,Pune,Maharashtra,359872,Smartphone,3,651.37,15.00,1660.99,"net banking",cancelled,0,NULL,2,online,"late delivery complaint"
12548,ORD-2023-001055,"Vikram Singh",vikram.singh48@example.com,+91-9865202886,2025-12-04,2025-12-05,Pune,Maharashtra,479997,Tablet,1,646.09,20.00,516.87,cash,cancelled,0,3.0,6,"mobile app","late delivery complaint"
16356,ORD-2023-001056,"Priya Joshi",NULL,8065090870,2024-04-06,2024-04-13,Jaipur,Rajasthan,496683,Webcam,4,1222.88,20.00,3913.22,credit_card,returned,1,2.0,7,partner,NULL
14136,ORD-2022-001057,"Karan Iyer",karan.iyer36@yahoo.com,+91-9821037085,2022-07-21,NULL,Pune,Maharashtra,343578,Tablet,3,1644.00,5.00,4686.48,"credit card",cancelled,1,NULL,6,"mobile app","gift wrap"
12356,ORD-2023-001058,"Isha Gupta",isha.gupta56@yahoo.com,+91-9816327772,2024-04-29,NULL,Kochi,Kerala,197746,Mouse,3,2378.83,10.00,6423.00,cash,pending,1,1.0,12,partner,"promo code used"
14767,ORD-2025-001059,"Rohan Gupta",rohan.gupta67@yahoo.com,6524592616,2024-07-13,2024-07-15,Pune,Maharashtra,116098,Headphones,1,1221.49,20.00,977.19,"net banking",cancelled,0,NULL,3,partner,"Priority customer"
15042,ORD-2023-001060,"Rahul Sharma",rahul.sharma42@example.com,unknown,NULL,2024-06-08,Jaipur,Rajasthan,159093,Mouse,3,327.32,20.00,785.57,"net banking",pending,1,5.0,13,online,NULL
15940,ORD-2025-001061,"Ananya Nair",ananya.nair40@example.com,9751847831,2023-10-07,2023-10-12,Pune,Maharashtra,179003,unknown,2,1435.87,15.00,2440.98,"net banking",shipped,0,1.0,9,"mobile app",N/A
11450,ORD-2022-001062,"Neha Gupta",neha.gupta50@example.com,+91-9887757367,2025-06-25,2025-07-07,Bengaluru,Karnataka,478676,Mouse,5,246.23,0.00,1231.15,"credit card",returned,0,2.0,10,partner,"promo code used"
11737,ORD-2022-001063,"Karan Joshi",karan.joshi37@gmail.com,09853011390,2025-08-04,2025-08-14,Lucknow,"Uttar Pradesh",234746,Smartphone,2,1379.28,0.00,2758.56,paypal,pending,1,4.0,5,"mobile app","call before delivery"
13705,ORD-2024-001064,"Meera Das",meera.das5@gmail.com,+91-9821980102,2023-08-30,2023-09-04,Delhi,Delhi,324407,Laptop,4,1877.74,NULL,7510.96,credit_card,completed,0,5.0,NULL,partner,"gift wrap"
11301,ORD-2023-001065,"Kabir Verma",kabir.verma1@example.com,09887891503,2023-08-16,2023-08-17,Jaipur,Rajasthan,458564,Laptop,1,1670.59,15.00,1420.00,upi,returned,1,NULL,2,"mobile app","promo code used"
10154,NULL,"Ananya Gupta",ananya.gupta54@yahoo.com,7514584281,2022-07-26,2022-08-02,Bengaluru,Karnataka,318984,"Hard Drive",5,2101.96,25.00,7882.35,â€”,cancelled,1,1.0,1,partner,"call before delivery"
16269,ORD-2022-001067,"Kabir Iyer",kabir.iyer69@example.com,+91-9895534886,2024-08-01,2024-08-12,Mumbai,Maharashtra,574356,Printer,2,1249.05,5.00,2373.19,upi,cancelled,0,1.0,5,online,"late delivery complaint"
16674,ORD-2024-001068,"Karan Patel",karan.patel74@outlook.com,7709245904,2025-06-03,2025-06-13,Pune,unknown,434919,"Hard Drive",2,347.50,0.00,695.00,upi,returned,0,1.0,12,"mobile app","gift wrap"
10830,ORD-2025-001069,"Vikram Iyer",vikram.iyer30@example.com,09851702971,2025-08-30,2025-09-11,Delhi,Delhi,323931,NULL,1,249.56,10.00,224.60,"credit card",completed,0,1.0,12,partner,"Priority customer"
17125,ORD-2024-001070,"Sana Khan",sana.khan25@yahoo.com,6107698814,2022-04-26,2022-04-29,Ahmedabad,Gujarat,412098,Keyboard,1,444.44,5.00,422.22,upi,shipped,1,NULL,13,online,"late delivery complaint"
10208,ORD-2025-001071,"Rahul Iyer",rahul.iyer8@yahoo.com,8205883845,2023-07-21,2023-07-27,Chennai,"Tamil Nadu",271099,Monitor,2,1461.69,5.00,2777.00,upi,returned,0,4.5,8,online,unknown
16310,ORD-2023-001072,"Meera Das",meera.das10@yahoo.com,09828645506,2025-10-30,2025-10-31,Mumbai,Maharashtra,648991,Tablet,1,1709.60,0.00,1709.60,credit_card,pending,1,5.0,9,online,"late delivery complaint"
14873,ORD-2024-001073,"Arjun Das",arjun.das73@yahoo.com,8506982410,2022-12-03,2022-12-07,Lucknow,"Uttar Pradesh",226316,Monitor,2,330.36,15.00,561.61,upi,pending,1,NULL,13,"mobile app",NULL
11788,ORD-2025-001074,"Vikram Mehta",NULL,6019032204,2022-04-17,2022-04-26,Lucknow,"Uttar Pradesh",616447,Printer,2,1961.48,10.00,3530.66,upi,shipped,1,1.0,1,"mobile app",NULL
10858,ORD-2023-001075,"Diya Verma",diya.verma58@gmail.com,09831242996,2025-10-17,2025-10-18,Bengaluru,Karnataka,268574,Webcam,4,1519.92,10.00,5471.71,upi,cancelled,0,1.0,10,online,NULL
15742,ORD-2025-001076,"Diya Das",diya.das42@example.com,+91-9839408600,2025-12-28,2026-01-06,Ahmedabad,Gujarat,438185,Laptop,1,599.08,25.00,449.31,upi,pending,0,5.0,5,online,"late delivery complaint"
12989,ORD-2025-001077,"Meera Khan",meera.khan89@yahoo.com,9624493483,2025-04-09,2025-04-12,Lucknow,"Uttar Pradesh",592328,Monitor,4,1320.08,15.00,4488.27,upi,shipped,0,1.0,10,online,"call before delivery"
11363,ORD-2025-001078,"Priya Khan",priya.khan63@outlook.com,+91-9833543826,2024-07-29,2024-08-02,Kolkata,"West Bengal",275919,Mouse,1,1845.31,15.00,1568.51,credit_card,returned,1,NULL,13,partner,"promo code used"
15737,ORD-2024-001079,"Kabir Sharma",kabir.sharma37@outlook.com,9403304199,2025-12-09,2025-12-14,Hyderabad,Telangana,414390,Tablet,4,2297.57,5.00,8730.77,unknown,completed,0,NULL,2,store,"gift wrap"
12049,ORD-2022-001080,"Zoya Mehta",zoya.mehta49@example.com,09831595191,2022-04-08,2022-04-12,Lucknow,"Uttar Pradesh",615638,Webcam,2,477.14,0.00,954.28,"credit card",completed,0,1.0,1,store,"late delivery complaint"
17115,ORD-2023-001081,"Meera Nair",NULL,+91-9879496568,NULL,NULL,Delhi,Delhi,441422,Printer,3,2442.13,15.00,6227.43,cash,cancelled,0,3.0,3,online,"Priority customer"
12906,ORD-2023-001082,"Aarav Sharma",aarav.sharma6@outlook.com,09863329851,2023-01-17,2023-01-18,Hyderabad,Telangana,389436,"Hard Drive",5,2450.94,15.00,10416.50,upi,completed,0,4.0,14,online,"call before delivery"
16138,ORD-2025-001083,"Ananya Iyer",ananya.iyer38@outlook.com,NULL,2025-03-13,2025-03-18,Delhi,Delhi,606862,Mouse,1,942.43,10.00,848.19,credit_card,pending,1,4.5,11,partner,"late delivery complaint"
12059,ORD-2025-001084,"Diya Nair",diya.nair59@yahoo.com,+91-9864641736,2025-06-21,2025-06-28,Hyderabad,Telangana,150321,Webcam,4,NULL,15.00,5686.19,paypal,â€”,1,4.5,1,"mobile app","Priority customer"
12222,ORD-2023-001085,"Priya Khan",priya.khan22@yahoo.com,09878593346,2024-04-02,2024-04-03,Kolkata,"West Bengal",N/A,Monitor,2,350.05,15.00,595.09,cash,cancelled,1,1.0,10,store,"Priority customer"
15828,ORD-2025-001086,"Ananya Gupta",ananya.gupta28@outlook.com,09815790948,2024-08-26,2024-09-05,Hyderabad,Telangana,607835,Headphones,5,1671.66,15.00,7104.56,â€”,cancelled,1,5.0,12,partner,NULL
15947,ORD-2024-001087,"Kabir Gupta",kabir.gupta47@yahoo.com,+91-9893748245,2024-07-18,2024-07-19,unknown,Rajasthan,527382,Smartphone,1,2327.03,5.00,2210.68,credit_card,pending,0,NULL,12,online,"gift wrap"
12929,ORD-2024-001088,"Arjun Gupta",arjun.gupta29@yahoo.com,NULL,2025-07-14,NULL,Ahmedabad,Gujarat,204409,Laptop,1,2352.95,25.00,1764.71,credit_card,returned,1,3.0,13,online,"gift wrap"
13739,ORD-2024-001089,"Zoya Khan",zoya.khan39@example.com,+91-9838534846,2025-04-28,NULL,Delhi,Delhi,417952,Laptop,4,1867.10,0.00,7468.40,credit_card,pending,0,2.0,8,partner,â€”
11812,ORD-2025-001090,"Ananya Patel",ananya.patel12@outlook.com,09891811291,2024-02-17,2024-02-22,unknown,Delhi,543195,Mouse,5,1836.07,10.00,8262.32,"net banking",shipped,0,4.5,1,"mobile app","promo code used"
12758,ORD-2024-001091,"Vikram Gupta",vikram.gupta58@gmail.com,+91-9894769451,NULL,2023-10-07,Chennai,"Tamil Nadu",NULL,Printer,1,26.24,0.00,26.24,upi,shipped,1,4.5,5,online,NULL
14919,ORD-2023-001092,"Zoya Iyer",zoya.iyer19@example.com,8411811749,2022-03-09,2022-03-17,Kochi,Kerala,428941,Laptop,1,2085.52,NULL,1981.24,credit_card,returned,0,5.0,3,partner,"gift wrap"
11727,ORD-2025-001093,"Meera Verma",meera.verma27@yahoo.com,6241362727,2022-01-06,2022-01-08,Hyderabad,Telangana,629038,Laptop,NULL,2241.01,10.00,6050.73,paypal,pending,1,NULL,8,"mobile app",NULL
14271,ORD-2024-001094,"Rohan Khan",rohan.khan71@outlook.com,+91-9851838078,2024-08-09,2024-08-17,Bengaluru,Karnataka,572658,Keyboard,4,1314.00,10.00,4728.92,"credit card",shipped,1,5.0,12,partner,"gift wrap"
12076,ORD-2022-001095,"Vikram Joshi",vikram.joshi76@yahoo.com,09839271863,2024-02-24,2024-03-07,Ahmedabad,Gujarat,565531,Printer,2,946.92,25.00,1420.38,cash,completed,NULL,NULL,6,"mobile app","promo code used"
15262,ORD-2024-001096,"Neha Khan",neha.khan62@yahoo.com,N/A,2024-12-25,2025-01-02,Pune,Maharashtra,509645,Smartphone,NULL,299.43,0.00,1197.72,"net banking",returned,1,1.0,7,online,NULL
13944,ORD-2025-001097,"Zoya Sharma",zoya.sharma44@outlook.com,6358894518,2023-05-21,NULL,â€”,"Tamil Nadu",368391,Webcam,2,2138.11,15.00,3634.79,paypal,completed,0,4.0,13,"mobile app",NULL
16660,ORD-2022-001098,"Priya Patel",priya.patel60@example.com,7553166253,2022-02-03,2022-02-14,Jaipur,unknown,633899,Smartphone,1,1422.39,10.00,1280.15,upi,shipped,0,1.0,9,"mobile app","gift wrap"
12305,ORD-2022-001099,"Priya Nair",priya.nair5@yahoo.com,09827738280,2024-06-21,2024-06-30,Mumbai,Maharashtra,618454,Headphones,3,1827.59,5.00,NULL,"credit card",returned,1,NULL,7,store,â€”
15490,ORD-2024-001100,"Rohan Gupta",rohan.gupta90@example.com,7801301856,2023-07-07,2023-07-10,Kolkata,"West Bengal",458633,Monitor,2,1158.59,0.00,2317.18,upi,completed,0,NULL,12,store,"Priority customer"
17277,ORD-2023-001101,"Rahul Sharma",rahul.sharma77@gmail.com,+91-9883147933,2022-01-26,2022-02-06,Chennai,"Tamil Nadu",439120,Tablet,2,548.77,5.00,1042.66,upi,shipped,0,2.0,5,"mobile app","gift wrap"
14079,ORD-2025-001102,"Meera Nair",meera.nair79@outlook.com,+91-9866208193,2023-10-01,2023-10-04,Kochi,Kerala,507539,Keyboard,NULL,534.34,15.00,2270.95,"credit card",returned,0,4.0,7,"mobile app","Priority customer"
16581,ORD-2023-001103,"Ananya Patel",ananya.patel81@yahoo.com,7437335594,2023-05-24,NULL,Ahmedabad,Gujarat,557642,Mouse,3,1041.88,25.00,2344.23,upi,shipped,1,3.0,2,store,"gift wrap"
15236,ORD-2023-001104,"Zoya Sharma",zoya.sharma36@yahoo.com,7876174346,NULL,2022-06-26,Delhi,Delhi,230210,Headphones,4,1725.68,15.00,5867.31,"net banking",returned,1,4.0,14,"mobile app","Priority customer"
N/A,ORD-2025-001105,"Vikram Khan",vikram.khan96@example.com,8429709721,2023-09-30,NULL,Delhi,Delhi,344651,Printer,NULL,2236.60,NULL,4249.54,cash,cancelled,0,2.0,6,partner,"Priority customer"
15537,ORD-2023-001106,"Rahul Joshi",rahul.joshi37@outlook.com,+91-9897661360,2024-07-08,2024-07-18,Lucknow,"Uttar Pradesh",192520,Tablet,1,2431.83,5.00,2310.24,upi,pending,1,3.0,3,store,"Priority customer"
14245,ORD-2025-001107,"Aarav Verma",aarav.verma45@outlook.com,09817076084,2022-07-30,2022-08-06,Jaipur,Rajasthan,479585,Laptop,2,2095.99,15.00,3563.18,"net banking",shipped,0,5.0,7,store,unknown
15635,ORD-2025-001108,"Isha Das",isha.das35@outlook.com,+91-9880394905,2025-08-08,2025-08-13,N/A,Rajasthan,231893,Laptop,2,2170.53,25.00,3255.80,"net banking",completed,1,3.0,1,store,"gift wrap"
16140,ORD-2023-001109,"Sana Sharma",sana.sharma40@outlook.com,09836962210,2025-01-05,2025-01-13,Lucknow,"Uttar Pradesh",117173,"Hard Drive",5,2346.29,20.00,9385.16,upi,completed,0,4.0,2,store,NULL
16132,ORD-2024-001110,"Zoya Iyer",zoya.iyer32@yahoo.com,09841564162,2025-02-22,2025-02-26,Pune,Maharashtra,175499,Tablet,1,607.89,0.00,608.00,â€”,shipped,1,3.0,4,"mobile app","late delivery complaint"
11723,ORD-2023-001111,"Aarav Patel",aarav.patel23@gmail.com,09850265133,2025-02-19,2025-03-01,Lucknow,"Uttar Pradesh",672021,Keyboard,5,1725.74,0.00,8628.70,upi,completed,1,NULL,6,â€”,"gift wrap"
13642,ORD-2023-001112,"Sana Iyer",sana.iyer42@outlook.com,09817514829,2022-02-27,2022-03-10,Delhi,Delhi,600758,Printer,2,2457.98,5.00,4670.16,"credit card",shipped,0,NULL,1,"mobile app","promo code used"
10387,ORD-2025-001113,"Ananya Patel",ananya.patel87@gmail.com,+91-9877782064,2024-04-26,2024-05-05,Jaipur,Rajasthan,155173,"Hard Drive",2,NULL,NULL,4018.01,cash,shipped,0,2.0,14,"mobile app","gift wrap"
12634,ORD-2022-001114,"Karan Khan",karan.khan34@gmail.com,09868604953,2023-03-18,2023-03-26,Mumbai,Maharashtra,666590,Printer,4,52.46,0.00,209.84,"credit card",shipped,0,NULL,11,store,NULL
11777,ORD-2022-001115,NULL,neha.das77@outlook.com,9600230375,2022-06-16,2022-06-25,Ahmedabad,Gujarat,373687,Webcam,1,910.40,15.00,773.84,upi,shipped,1,5.0,1,"mobile app","promo code used"
17173,ORD-2023-001116,"Diya Joshi",diya.joshi73@outlook.com,6486628978,2023-03-11,2023-03-14,Delhi,Delhi,NULL,Smartphone,3,NULL,0.00,2999.00,paypal,shipped,0,4.5,13,partner,"call before delivery"
14049,ORD-2024-001117,"Rohan Mehta",rohan.mehta49@example.com,8121771999,2023-01-14,2023-01-25,Delhi,Delhi,â€”,Printer,2,649.60,0.00,1299.20,cash,completed,1,4.0,10,"mobile app","promo code used"
17303,ORD-2024-001118,"Sana Reddy",sana.reddy3@example.com,09830228565,2025-08-24,2025-09-03,N/A,Rajasthan,307910,NULL,2,NULL,15.00,2074.03,upi,pending,0,1.0,NULL,online,"promo code used"
